,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
4665,Ohio,US,2020-03-10T03:13:17,3.0,0.0,0.0,40.3888,-82.7649
4666,Rhode Island,US,2020-03-10T03:13:17,3.0,0.0,0.0,41.6809,-71.5118
4667,Wisconsin,US,2020-03-10T17:13:25,3.0,0.0,1.0,44.2685,-89.6165
4668,Tasmania,Australia,2020-03-08T05:43:04,2.0,0.0,0.0,-41.4545,145.9707
4669,,Cambodia,2020-03-08T04:53:03,2.0,0.0,1.0,11.55,104.9167
4671,,Faroe Islands,2020-03-08T05:13:07,2.0,0.0,0.0,61.8926,-6.9118
4672,,Martinique,2020-03-07T03:23:05,2.0,0.0,0.0,14.6415,-61.0242
4674,,Saint Martin,2020-03-10T05:33:02,2.0,0.0,0.0,18.0708,-63.0501
4675,Connecticut,US,2020-03-10T03:13:17,2.0,0.0,0.0,41.5978,-72.7554
4678,Utah,US,2020-03-10T16:53:13,2.0,0.0,0.0,40.15,-111.8624
4683,,Brunei,2020-03-10T06:13:43,1.0,0.0,0.0,4.5353,114.7277
4684,,Burkina Faso,2020-03-10T05:33:02,1.0,0.0,0.0,12.2383,-1.5616
4685,,Channel Islands,2020-03-10T05:33:02,1.0,0.0,0.0,49.3723,-2.3644
4686,,Gibraltar,2020-03-10T08:33:03,1.0,0.0,1.0,36.1408,-5.3536
4690,,Lithuania,2020-02-28T16:23:03,1.0,0.0,0.0,55.1694,23.8813
4691,Tibet,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,31.6927,88.0924
4695,,Panama,2020-03-10T06:13:43,1.0,0.0,0.0,8.538,-80.7821
4696,,Paraguay,2020-03-08T09:13:16,1.0,0.0,0.0,-23.4425,-58.4438
4697,,Saint Barthelemy,2020-03-09T10:43:06,1.0,0.0,0.0,17.9,-62.8333
4698,,Sri Lanka,2020-03-10T08:33:03,1.0,0.0,1.0,7.8731,80.7718
4701,Louisiana,US,2020-03-10T03:13:17,1.0,0.0,0.0,31.1695,-91.8678
4707,Arkansas,US,2020-03-10T02:33:04,0.0,0.0,0.0,34.9697,-92.3731
4708,Delaware,US,2020-03-10T02:33:04,0.0,0.0,0.0,39.3185,-75.5071
4711,Michigan,US,2020-03-10T02:33:04,0.0,0.0,0.0,43.3266,-84.5361
4713,Montana,US,2020-03-10T02:33:04,0.0,0.0,0.0,46.9219,-110.4544
4714,New Mexico,US,2020-03-10T02:33:04,0.0,0.0,0.0,34.8405,-106.2485
4716,South Dakota,US,2020-03-10T02:33:04,0.0,0.0,0.0,44.2998,-99.4388
4719,Hubei,China,2020-03-11T10:53:02,67773.0,3046.0,49134.0,30.9756,112.2707
4721,,Iran,2020-03-11T18:52:03,9000.0,354.0,2959.0,32.0,53.0
4722,,"Korea, South",2020-03-11T21:13:18,7755.0,60.0,288.0,36.0,128.0
4724,,Spain,2020-03-11T20:53:02,2277.0,54.0,183.0,40.0,-4.0
4725,,Germany,2020-03-11T19:13:17,1908.0,3.0,25.0,51.0,9.0
4726,Guangdong,China,2020-03-11T10:13:06,1356.0,8.0,1282.0,23.3417,113.4244
4728,Zhejiang,China,2020-03-11T09:33:12,1215.0,1.0,1195.0,29.1832,120.0934
4729,Hunan,China,2020-03-11T02:18:14,1018.0,4.0,995.0,27.6104,111.7088
4731,Jiangxi,China,2020-03-11T02:18:14,935.0,1.0,932.0,27.614,115.7221
4732,Shandong,China,2020-03-11T11:33:07,760.0,6.0,726.0,36.3427,118.1498
4735,,Japan,2020-03-11T21:33:03,639.0,15.0,118.0,36.0,138.0
4736,Jiangsu,China,2020-03-11T02:18:14,631.0,0.0,627.0,32.9711,119.455
4737,,Norway,2020-03-11T19:33:02,598.0,0.0,1.0,60.472,8.4689
4738,Chongqing,China,2020-03-11T23:13:05,576.0,6.0,554.0,30.0572,107.874
4739,Sichuan,China,2020-03-11T14:33:03,539.0,3.0,488.0,30.6171,102.7103
4741,,Sweden,2020-03-11T19:33:02,500.0,1.0,1.0,63.0,16.0
4742,Heilongjiang,China,2020-03-11T11:33:07,482.0,13.0,436.0,47.862,127.7615
4744,Denmark,Denmark,2020-03-11T22:13:13,442.0,0.0,1.0,56.2639,9.5018
4745,Beijing,China,2020-03-11T02:18:14,435.0,8.0,326.0,40.1824,116.4142
4746,Washington,US,2020-03-11T22:33:03,366.0,29.0,1.0,47.4009,-121.4905
4747,Shanghai,China,2020-03-11T03:13:07,344.0,3.0,320.0,31.202,121.4491
4748,Hebei,China,2020-03-11T02:18:14,318.0,6.0,307.0,39.549,116.1306
4752,Guangxi,China,2020-03-11T11:33:07,252.0,2.0,238.0,23.8298,108.7881
4753,,Austria,2020-03-11T22:33:03,246.0,0.0,4.0,47.5162,14.5501
4754,Shaanxi,China,2020-03-11T09:33:12,245.0,1.0,232.0,35.1917,108.8701
4755,New York,US,2020-03-11T22:53:03,220.0,0.0,0.0,42.1657,-74.9481
4758,California,US,2020-03-11T23:53:03,177.0,3.0,2.0,36.1162,-119.6816
4760,Hainan,China,2020-03-11T02:18:14,168.0,6.0,159.0,19.1959,109.7453
4762,Guizhou,China,2020-03-11T02:33:03,146.0,2.0,133.0,26.8154,106.8748
4763,Tianjin,China,2020-03-11T02:18:14,136.0,3.0,131.0,39.3054,117.323
4764,Shanxi,China,2020-03-11T02:18:14,133.0,0.0,131.0,37.5777,112.2922
4766,Hong Kong,China,2020-03-11T18:52:03,126.0,3.0,65.0,22.3,114.2
4767,Liaoning,China,2020-03-11T02:18:14,125.0,1.0,111.0,41.2956,122.6085
4768,,Israel,2020-03-11T21:13:18,109.0,0.0,4.0,31.0,35.0
4770,Massachusetts,US,2020-03-11T22:53:03,95.0,0.0,1.0,42.2302,-71.5301
4771,Jilin,China,2020-03-11T02:18:14,93.0,1.0,91.0,43.6661,126.1923
4772,,Czechia,2020-03-11T22:13:12,91.0,0.0,0.0,49.8175,15.473
4773,,Iceland,2020-03-11T13:53:24,85.0,0.0,1.0,64.9631,-19.0208
4777,,United Arab Emirates,2020-03-11T20:53:02,74.0,0.0,17.0,23.4241,53.8478
4778,,Kuwait,2020-03-11T09:53:03,72.0,0.0,2.0,29.5,47.75
4779,,Iraq,2020-03-11T22:13:12,71.0,7.0,15.0,33.0,44.0
4781,,India,2020-03-11T22:13:12,62.0,1.0,4.0,21.0,78.0
4782,,San Marino,2020-03-11T20:53:02,62.0,2.0,0.0,43.9424,12.4578
4783,,Lebanon,2020-03-11T11:53:03,61.0,3.0,1.0,33.8547,35.8623
4784,,Egypt,2020-03-11T22:13:12,60.0,1.0,27.0,26.0,30.0
4787,,Thailand,2020-03-11T09:13:10,59.0,1.0,34.0,15.87,100.9925
4788,,Slovenia,2020-03-11T14:13:11,57.0,0.0,0.0,46.1512,14.9955
4789,,Philippines,2020-03-11T10:53:03,49.0,1.0,2.0,12.8797,121.774
4790,,Taiwan*,2020-03-11T20:13:14,48.0,1.0,17.0,23.7,121.0
4792,,Romania,2020-03-11T21:13:18,45.0,0.0,6.0,46.0,25.0
4794,Ontario,Canada,2020-03-11T18:52:04,41.0,0.0,4.0,51.2538,-85.3232
4795,British Columbia,Canada,2020-03-11T02:18:28,39.0,1.0,4.0,53.7267,-127.6476
4796,,Brazil,2020-03-11T22:13:12,38.0,0.0,0.0,-14.235,-51.9253
4797,,Vietnam,2020-03-11T20:53:02,38.0,0.0,16.0,16.0,108.0
4799,Colorado,US,2020-03-11T22:53:03,34.0,0.0,0.0,39.0598,-105.3111
4800,,Poland,2020-03-11T21:13:21,31.0,0.0,0.0,51.9194,19.1451
4801,Florida,US,2020-03-11T03:33:05,28.0,2.0,0.0,27.7663,-81.6868
4802,Illinois,US,2020-03-11T22:53:03,25.0,0.0,2.0,40.3495,-88.9861
4805,Georgia,US,2020-03-11T18:52:03,23.0,0.0,0.0,33.0406,-83.6431
4806,New Jersey,US,2020-03-11T18:52:04,23.0,1.0,0.0,40.2989,-74.521
4808,,Saudi Arabia,2020-03-11T13:33:11,21.0,0.0,1.0,24.0,45.0
4810,Texas,US,2020-03-11T22:53:03,21.0,0.0,0.0,31.0545,-97.5635
4811,,Algeria,2020-03-09T10:13:06,20.0,0.0,0.0,28.0339,1.6596
4813,,Russia,2020-03-11T18:52:03,20.0,0.0,3.0,60.0,90.0
4817,,Pakistan,2020-03-11T21:13:23,19.0,0.0,2.0,30.3753,69.3451
4818,Oregon,US,2020-03-11T22:53:03,19.0,0.0,0.0,44.572,-122.0709
4823,Pennsylvania,US,2020-03-11T22:53:03,16.0,0.0,0.0,40.5908,-77.2098
4824,,Costa Rica,2020-03-11T09:33:12,13.0,0.0,0.0,9.7489,-83.7534
4826,,South Africa,2020-03-11T10:33:03,13.0,0.0,0.0,-30.5595,22.9375
4827,Iowa,US,2020-03-11T02:53:03,13.0,0.0,0.0,42.0115,-93.2105
4828,,Albania,2020-03-11T13:33:11,12.0,1.0,0.0,41.1533,20.1683
4829,,Serbia,2020-03-11T09:53:03,12.0,0.0,0.0,44.0165,21.0059
4832,,Peru,2020-03-10T16:33:13,11.0,0.0,0.0,-9.19,-75.0152
4833,Indiana,US,2020-03-11T22:53:03,11.0,0.0,0.0,39.8494,-86.2583
4836,,Slovakia,2020-03-11T13:33:11,10.0,0.0,0.0,48.669,19.699
4838,South Carolina,US,2020-03-11T22:53:03,10.0,0.0,0.0,33.8569,-80.945
4841,,Belarus,2020-03-10T16:13:27,9.0,0.0,3.0,53.7098,27.9534
4844,Maryland,US,2020-03-11T03:33:05,9.0,0.0,0.0,39.0639,-76.8021
4845,Tennessee,US,2020-03-11T22:53:03,9.0,0.0,0.0,35.7478,-86.6923
4846,Virginia,US,2020-03-11T03:33:05,9.0,0.0,0.0,37.7693,-78.17
4847,Quebec,Canada,2020-03-11T23:13:06,8.0,0.0,0.0,52.9399,-73.5491
4849,,Mexico,2020-03-11T21:13:24,8.0,0.0,4.0,23.0,-102.0
4850,,Panama,2020-03-11T09:33:12,8.0,1.0,0.0,8.538,-80.7821
4851,Kentucky,US,2020-03-11T03:13:08,8.0,0.0,0.0,37.6681,-84.6701
4854,,Bosnia and Herzegovina,2020-03-11T22:13:12,7.0,0.0,0.0,43.9159,17.6791
4856,,Luxembourg,2020-03-11T09:33:12,7.0,0.0,0.0,49.8144,6.1317
4859,Nevada,US,2020-03-11T22:53:03,7.0,0.0,0.0,38.3135,-117.0554
4860,North Carolina,US,2020-03-10T02:33:04,7.0,0.0,0.0,35.6301,-79.8064
4863,Louisiana,US,2020-03-11T10:13:20,6.0,0.0,0.0,31.1695,-91.8678
4864,Wisconsin,US,2020-03-11T22:53:03,6.0,0.0,1.0,44.2685,-89.6165
4867,,Morocco,2020-03-11T11:53:03,5.0,1.0,0.0,31.7917,-7.0926
4870,Minnesota,US,2020-03-11T19:13:18,5.0,0.0,0.0,45.6945,-93.9002
4871,Nebraska,US,2020-03-11T23:13:07,5.0,0.0,0.0,41.1254,-98.2681
4872,New Hampshire,US,2020-03-11T10:13:20,5.0,0.0,0.0,43.4525,-71.5639
4875,Ohio,US,2020-03-11T18:52:04,4.0,0.0,0.0,40.3888,-82.7649
4882,Connecticut,US,2020-03-11T23:13:06,3.0,0.0,0.0,41.5978,-72.7554
4883,New Mexico,US,2020-03-11T18:52:04,3.0,0.0,0.0,34.8405,-106.2485
4884,Utah,US,2020-03-11T23:13:06,3.0,0.0,0.0,40.15,-111.8624
4897,,Andorra,2020-03-02T20:23:16,1.0,0.0,0.0,42.5063,1.5218
4898,,Armenia,2020-03-01T19:53:02,1.0,0.0,0.0,40.0691,45.0382
4904,,Cote d'Ivoire,2020-03-11T23:33:03,1.0,0.0,0.0,7.54,-5.5471
4907,,Jamaica,2020-03-11T18:52:03,1.0,0.0,0.0,18.1096,-77.2975
4910,,Monaco,2020-02-29T00:33:01,1.0,0.0,0.0,43.7333,7.4167
4916,Arkansas,US,2020-03-11T18:52:04,1.0,0.0,0.0,34.9697,-92.3731
4921,Vermont,US,2020-03-10T03:13:17,1.0,0.0,0.0,44.0459,-72.7107
4930,Mississippi,US,2020-03-10T02:33:04,0.0,0.0,0.0,32.7416,-89.6787
4931,North Dakota,US,2020-03-10T02:33:04,0.0,0.0,0.0,47.5289,-99.784
4933,Wyoming,US,2020-03-10T02:33:04,0.0,0.0,0.0,42.756,-107.3025
4935,Hubei,China,2020-03-12T09:53:06,67781.0,3056.0,50318.0,30.9756,112.2707
4936,,Italy,2020-03-11T21:33:02,12462.0,827.0,1045.0,43.0,12.0
4937,,Iran,2020-03-12T11:13:27,10075.0,429.0,2959.0,32.0,53.0
4938,,"Korea, South",2020-03-12T05:13:02,7869.0,66.0,333.0,36.0,128.0
4939,France,France,2020-03-11T22:53:03,2281.0,48.0,12.0,46.2276,2.2137
4940,,Spain,2020-03-12T01:17:58,2277.0,55.0,183.0,40.0,-4.0
4941,,Germany,2020-03-12T09:53:06,2078.0,3.0,25.0,51.0,9.0
4942,Guangdong,China,2020-03-12T03:53:02,1356.0,8.0,1289.0,23.3417,113.4244
4943,Henan,China,2020-03-11T08:13:09,1273.0,22.0,1249.0,33.882,113.614
4945,Hunan,China,2020-03-12T09:53:06,1018.0,4.0,999.0,27.6104,111.7088
4948,Shandong,China,2020-03-12T07:53:02,760.0,6.0,734.0,36.3427,118.1498
4949,,Norway,2020-03-12T13:13:31,702.0,0.0,1.0,60.472,8.4689
4950,Diamond Princess,Cruise Ship,2020-03-11T22:13:12,696.0,7.0,325.0,35.4437,139.638
4951,,Switzerland,2020-03-11T20:53:02,652.0,4.0,4.0,46.8182,8.2275
4952,,Japan,2020-03-12T05:13:02,639.0,16.0,118.0,36.0,138.0
4953,Jiangsu,China,2020-03-12T05:13:02,631.0,0.0,629.0,32.9711,119.455
4954,Denmark,Denmark,2020-03-12T09:53:06,615.0,0.0,1.0,56.2639,9.5018
4955,,Sweden,2020-03-12T21:39:09,599.0,1.0,1.0,63.0,16.0
4956,Chongqing,China,2020-03-12T23:44:32,576.0,6.0,564.0,30.0572,107.874
4957,Sichuan,China,2020-03-12T12:13:07,539.0,3.0,498.0,30.6171,102.7103
4958,,Netherlands,2020-03-11T14:13:11,503.0,5.0,0.0,52.1326,5.2913
4959,Heilongjiang,China,2020-03-12T13:13:31,482.0,13.0,441.0,47.862,127.7615
4960,UK,United Kingdom,2020-03-11T21:33:03,456.0,8.0,18.0,55.3781,-3.436
4961,Washington,US,2020-03-12T23:44:33,442.0,31.0,1.0,47.4009,-121.4905
4962,Beijing,China,2020-03-12T01:13:05,435.0,8.0,334.0,40.1824,116.4142
4963,Shanghai,China,2020-03-12T07:53:02,344.0,3.0,321.0,31.202,121.4491
4964,New York,US,2020-03-12T21:39:10,328.0,0.0,0.0,42.1657,-74.9481
4965,Hebei,China,2020-03-12T05:33:02,318.0,6.0,308.0,39.549,116.1306
4966,,Belgium,2020-03-11T18:52:03,314.0,3.0,1.0,50.8333,4.0
4967,,Austria,2020-03-12T11:13:29,302.0,1.0,4.0,47.5162,14.5501
4969,,Qatar,2020-03-11T18:52:03,262.0,0.0,0.0,25.3548,51.1839
4970,Guangxi,China,2020-03-12T00:33:06,252.0,2.0,241.0,23.8298,108.7881
4972,California,US,2020-03-12T23:44:33,221.0,4.0,6.0,36.1162,-119.6816
4973,,Bahrain,2020-03-11T22:33:03,195.0,0.0,35.0,26.0275,50.55
4974,,Singapore,2020-03-11T13:53:24,178.0,0.0,96.0,1.2833,103.8333
4975,Yunnan,China,2020-03-11T02:18:14,174.0,2.0,170.0,24.974,101.487
4977,,Malaysia,2020-03-11T11:33:08,149.0,0.0,26.0,2.5,112.5
4978,Guizhou,China,2020-03-12T01:13:06,146.0,2.0,137.0,26.8154,106.8748
4980,Shanxi,China,2020-03-12T09:13:24,133.0,0.0,132.0,37.5777,112.2922
4981,,Israel,2020-03-12T21:39:09,131.0,0.0,4.0,31.0,35.0
4982,Hong Kong,China,2020-03-12T01:53:02,129.0,3.0,67.0,22.3,114.2
4983,Gansu,China,2020-03-11T14:33:03,127.0,2.0,88.0,37.8099,101.0583
4985,Massachusetts,US,2020-03-12T21:39:09,108.0,0.0,1.0,42.2302,-71.5301
4986,,Iceland,2020-03-12T21:39:09,103.0,0.0,1.0,64.9631,-19.0208
4987,,Greece,2020-03-11T23:53:02,99.0,1.0,0.0,39.0742,21.8243
4988,,Czechia,2020-03-12T01:33:03,94.0,0.0,0.0,49.8175,15.473
4989,Jilin,China,2020-03-12T23:44:32,93.0,1.0,91.0,43.6661,126.1923
4990,,Slovenia,2020-03-12T13:33:02,89.0,0.0,0.0,46.1512,14.9955
4991,,United Arab Emirates,2020-03-12T21:39:09,85.0,0.0,17.0,23.4241,53.8478
4992,,Kuwait,2020-03-12T09:13:24,80.0,0.0,5.0,29.5,47.75
4996,,India,2020-03-12T08:33:13,73.0,1.0,4.0,21.0,78.0
4997,,Iraq,2020-03-12T08:33:13,71.0,8.0,15.0,33.0,44.0
4998,,Thailand,2020-03-12T08:53:02,70.0,1.0,34.0,15.87,100.9925
4999,,San Marino,2020-03-12T08:53:02,69.0,3.0,0.0,43.9424,12.4578
5000,,Egypt,2020-03-12T08:53:02,67.0,1.0,27.0,26.0,30.0
5001,New South Wales,Australia,2020-03-11T18:52:04,65.0,2.0,4.0,-33.8688,151.2093
5002,,Lebanon,2020-03-12T09:13:24,61.0,3.0,1.0,33.8547,35.8623
5003,,Finland,2020-03-11T13:33:10,59.0,0.0,1.0,64.0,26.0
5004,,Portugal,2020-03-11T13:33:11,59.0,0.0,0.0,39.3999,-8.2245
5005,,Brazil,2020-03-12T01:33:03,52.0,0.0,0.0,-14.235,-51.9253
5006,,Philippines,2020-03-12T09:53:06,52.0,2.0,2.0,12.8797,121.774
5007,,Poland,2020-03-12T13:33:02,49.0,1.0,0.0,51.9194,19.1451
5008,,Romania,2020-03-12T09:13:24,49.0,0.0,6.0,46.0,25.0
5009,,Taiwan*,2020-03-12T08:13:09,49.0,1.0,20.0,23.7,121.0
5010,British Columbia,Canada,2020-03-12T01:53:03,46.0,1.0,4.0,53.7267,-127.6476
5012,,Saudi Arabia,2020-03-12T01:17:58,45.0,0.0,1.0,24.0,45.0
5013,Colorado,US,2020-03-12T21:39:10,45.0,0.0,0.0,39.0598,-105.3111
5014,,Ireland,2020-03-11T21:33:03,43.0,1.0,0.0,53.1424,-7.6921
5015,Ontario,Canada,2020-03-12T01:53:03,42.0,0.0,4.0,51.2538,-85.3232
5016,,Vietnam,2020-03-12T09:33:03,39.0,0.0,16.0,16.0,108.0
5017,Florida,US,2020-03-12T21:39:10,35.0,2.0,0.0,27.7663,-81.6868
5018,,Indonesia,2020-03-11T11:14:26,34.0,1.0,2.0,-0.7893,113.9213
5019,Illinois,US,2020-03-12T23:44:33,32.0,0.0,2.0,40.3495,-88.9861
5020,Georgia,US,2020-03-12T21:39:10,31.0,1.0,0.0,33.0406,-83.6431
5021,New Jersey,US,2020-03-12T21:39:10,29.0,1.0,0.0,40.2989,-74.521
5022,,Russia,2020-03-12T08:53:02,28.0,0.0,3.0,60.0,90.0
5023,Texas,US,2020-03-12T23:44:33,27.0,0.0,0.0,31.0545,-97.5635
5024,,Algeria,2020-03-12T09:13:24,24.0,1.0,8.0,28.0339,1.6596
5025,,Georgia,2020-03-11T22:13:12,24.0,0.0,0.0,42.3154,43.3569
5026,Oregon,US,2020-03-12T23:44:33,24.0,0.0,0.0,44.572,-122.0709
5027,,Albania,2020-03-12T21:39:09,23.0,1.0,0.0,41.1533,20.1683
5028,,Chile,2020-03-11T22:13:12,23.0,0.0,0.0,-35.6751,-71.543
5029,,Costa Rica,2020-03-12T01:33:03,22.0,0.0,0.0,9.7489,-83.7534
5030,Pennsylvania,US,2020-03-12T21:39:10,22.0,0.0,0.0,40.5908,-77.2098
5031,Victoria,Australia,2020-03-11T18:52:04,21.0,0.0,7.0,-37.8136,144.9631
5033,Queensland,Australia,2020-03-11T18:52:04,20.0,0.0,8.0,-28.0167,153.4
5034,,Pakistan,2020-03-12T08:53:02,20.0,0.0,2.0,30.3753,69.3451
5035,,Argentina,2020-03-11T02:18:16,19.0,1.0,0.0,-38.4161,-63.6167
5036,Alberta,Canada,2020-03-11T23:13:07,19.0,0.0,0.0,53.9333,-116.5765
5037,,Croatia,2020-03-11T22:13:12,19.0,0.0,0.0,45.1667,15.5
5038,,Luxembourg,2020-03-12T10:53:03,19.0,0.0,0.0,49.8144,6.1317
5039,,Serbia,2020-03-12T09:13:24,19.0,0.0,0.0,44.0165,21.0059
5040,Louisiana,US,2020-03-12T23:44:33,19.0,0.0,0.0,31.1695,-91.8678
5042,,Oman,2020-03-10T08:33:02,18.0,0.0,9.0,21.0,57.0
5043,Tennessee,US,2020-03-12T21:39:10,18.0,0.0,0.0,35.7478,-86.6923
5044,,Ecuador,2020-03-11T09:33:12,17.0,0.0,0.0,-1.8312,-78.1834
5045,,South Africa,2020-03-12T09:13:24,17.0,0.0,0.0,-30.5595,22.9375
5046,Virginia,US,2020-03-12T21:39:10,17.0,0.0,0.0,37.7693,-78.17
5047,,Estonia,2020-03-11T22:13:12,16.0,0.0,0.0,58.5953,25.0136
5048,,Slovakia,2020-03-12T13:33:02,16.0,0.0,0.0,48.669,19.699
5049,Iowa,US,2020-03-12T23:44:33,16.0,0.0,0.0,42.0115,-93.2105
5050,,Peru,2020-03-12T08:53:02,15.0,0.0,0.0,-9.19,-75.0152
5051,North Carolina,US,2020-03-12T21:39:10,15.0,0.0,0.0,35.6301,-79.8064
5052,Nevada,US,2020-03-12T23:44:33,14.0,0.0,0.0,38.3135,-117.0554
5053,,Hungary,2020-03-11T22:13:12,13.0,0.0,0.0,47.1625,19.5033
5054,Indiana,US,2020-03-12T23:44:33,13.0,0.0,0.0,39.8494,-86.2583
5055,,Belarus,2020-03-12T08:53:02,12.0,0.0,3.0,53.7098,27.9534
5056,,Mexico,2020-03-12T05:13:03,12.0,0.0,4.0,23.0,-102.0
5057,Maryland,US,2020-03-12T01:53:03,12.0,0.0,0.0,39.0639,-76.8021
5058,South Carolina,US,2020-03-12T21:39:10,12.0,0.0,0.0,33.8569,-80.945
5059,,Azerbaijan,2020-03-11T08:13:09,11.0,0.0,3.0,40.1431,47.5769
5060,,Bosnia and Herzegovina,2020-03-12T09:13:26,11.0,0.0,0.0,43.9159,17.6791
5061,,Brunei,2020-03-11T22:13:12,11.0,0.0,0.0,4.5353,114.7277
5062,,Panama,2020-03-12T08:53:02,11.0,1.0,0.0,8.538,-80.7821
5064,,Latvia,2020-03-11T13:53:24,10.0,0.0,1.0,56.8796,24.6032
5066,Kentucky,US,2020-03-12T23:44:33,10.0,0.0,0.0,37.6681,-84.6701
5067,Nebraska,US,2020-03-12T01:53:03,10.0,0.0,0.0,41.1254,-98.2681
5068,South Australia,Australia,2020-03-11T18:52:04,9.0,0.0,2.0,-34.9285,138.6007
5069,Western Australia,Australia,2020-03-11T18:52:04,9.0,1.0,0.0,-31.9505,115.8605
5070,Quebec,Canada,2020-03-12T01:53:03,9.0,0.0,0.0,52.9399,-73.5491
5071,,Colombia,2020-03-11T14:33:04,9.0,0.0,0.0,4.5709,-74.2973
5072,Arizona,US,2020-03-11T18:52:04,9.0,0.0,1.0,33.7298,-111.4312
5073,Minnesota,US,2020-03-12T21:39:10,9.0,0.0,0.0,45.6945,-93.9002
5074,,Maldives,2020-03-11T09:33:12,8.0,0.0,0.0,3.2028,73.2207
5075,South Dakota,US,2020-03-11T22:53:03,8.0,1.0,0.0,44.2998,-99.4388
5076,Wisconsin,US,2020-03-12T21:39:10,8.0,0.0,1.0,44.2685,-89.6165
5077,,Afghanistan,2020-03-11T10:13:12,7.0,0.0,0.0,33.0,65.0
5078,,Bulgaria,2020-03-11T22:13:12,7.0,1.0,0.0,42.7339,25.4858
5079,,North Macedonia,2020-03-10T10:53:03,7.0,0.0,0.0,41.6086,21.7453
5080,,Tunisia,2020-03-11T18:52:03,7.0,0.0,0.0,33.8869,9.5375
5081,,Cyprus,2020-03-11T18:52:03,6.0,0.0,0.0,35.1264,33.4299
5082,,Malta,2020-03-11T11:33:08,6.0,0.0,0.0,35.9375,14.3754
5083,,Morocco,2020-03-12T01:33:03,6.0,1.0,0.0,31.7917,-7.0926
5084,Arkansas,US,2020-03-12T21:39:10,6.0,0.0,0.0,34.9697,-92.3731
5085,New Hampshire,US,2020-03-12T21:39:10,6.0,0.0,0.0,43.4525,-71.5639
5086,,Dominican Republic,2020-03-08T17:23:08,5.0,0.0,0.0,18.7357,-70.1627
5088,,New Zealand,2020-03-07T02:03:29,5.0,0.0,0.0,-40.9006,174.886
5089,,Paraguay,2020-03-11T04:33:03,5.0,0.0,0.0,-23.4425,-58.4438
5090,Connecticut,US,2020-03-12T23:44:33,5.0,0.0,0.0,41.5978,-72.7554
5091,New Mexico,US,2020-03-12T23:44:33,5.0,0.0,0.0,34.8405,-106.2485
5092,Ohio,US,2020-03-12T09:33:03,5.0,0.0,0.0,40.3888,-82.7649
5093,Rhode Island,US,2020-03-11T03:13:08,5.0,0.0,0.0,41.6809,-71.5118
5094,Utah,US,2020-03-12T23:44:33,5.0,0.0,0.0,40.15,-111.8624
5095,,Armenia,2020-03-12T21:39:09,4.0,0.0,0.0,40.0691,45.0382
5096,,Senegal,2020-03-08T20:23:08,4.0,0.0,1.0,14.4974,-14.4524
5097,Tasmania,Australia,2020-03-11T18:52:04,3.0,0.0,0.0,-41.4545,145.9707
5098,,Bangladesh,2020-03-10T06:19:32,3.0,0.0,0.0,23.685,90.3563
5099,,Cambodia,2020-03-11T09:33:12,3.0,0.0,1.0,12.5657,104.991
5100,,Cuba,2020-03-12T05:53:03,3.0,0.0,0.0,22.0,-80.0
5101,,Lithuania,2020-03-11T02:18:26,3.0,0.0,0.0,55.1694,23.8813
5102,,Martinique,2020-03-11T02:18:29,3.0,0.0,0.0,14.6415,-61.0242
5103,,Moldova,2020-03-11T18:52:03,3.0,0.0,0.0,47.4116,28.3699
5104,,Bolivia,2020-03-11T18:52:03,2.0,0.0,0.0,-16.2902,-63.5887
5105,,Burkina Faso,2020-03-11T09:33:12,2.0,0.0,0.0,12.2383,-1.5616
5106,,Cameroon,2020-03-08T05:23:03,2.0,0.0,0.0,3.848,11.5021
5107,Faroe Islands,Denmark,2020-03-11T20:53:02,2.0,0.0,0.0,61.8926,-6.9118
5108,St Martin,France,2020-03-11T20:53:02,2.0,0.0,0.0,18.0708,-63.0501
5109,,Honduras,2020-03-11T18:52:03,2.0,0.0,0.0,15.2,-86.2419
5110,,Jamaica,2020-03-12T01:33:03,2.0,0.0,0.0,18.1096,-77.2975
5111,,Monaco,2020-03-12T12:53:03,2.0,0.0,0.0,43.7333,7.4167
5112,,Nigeria,2020-03-09T09:43:03,2.0,0.0,0.0,9.082,8.6753
5113,,Sri Lanka,2020-03-11T09:33:12,2.0,0.0,1.0,7.8731,80.7718
5114,Hawaii,US,2020-03-10T03:13:17,2.0,0.0,0.0,21.0943,-157.4983
5115,Michigan,US,2020-03-11T03:33:05,2.0,0.0,0.0,43.3266,-84.5361
5116,Oklahoma,US,2020-03-10T17:13:25,2.0,0.0,0.0,35.5653,-96.9289
5117,Vermont,US,2020-03-12T01:53:03,2.0,0.0,0.0,44.0459,-72.7107
5119,,Andorra,2020-03-12T23:44:32,1.0,0.0,1.0,42.5063,1.5218
5120,Northern Territory,Australia,2020-03-10T14:13:14,1.0,0.0,0.0,-12.4634,130.8456
5121,,Bhutan,2020-03-06T15:43:02,1.0,0.0,0.0,27.5142,90.4336
5124,,Congo (Kinshasa),2020-03-11T21:13:24,1.0,0.0,0.0,-4.0383,21.7587
5125,,Cote d'Ivoire,2020-03-12T01:18:01,1.0,0.0,0.0,7.54,-5.5471
5126,Saint Barthelemy,France,2020-03-11T20:53:02,1.0,0.0,0.0,17.9,-62.8333
